,attack,classes,collectionText,cost,dbfId,durability,dust,entourage,faction,flavor,health,howToEarnGolden,id,mechanics,multiClassGroup,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,text,type
254,3.0,,,3.0,2012.0,,"[40, 400, 5, 50]",,,"""What if we put guns on it?"" -Fizzblitz, staring at the spider-transportation-machine",4.0,,GVG_044,,,Spider Tank,,,NEUTRAL,MECHANICAL,COMMON,GVG,,,MINION
259,5.0,,,9.0,40955.0,,"[1600, 3200, 400, 1600]",,,"This flavor text was randomly generated.  If it happens to form words and make sense, that is purely by chance.",4.0,,CFM_670,,,Mayor Noggenfogger,,,NEUTRAL,,LEGENDARY,GANGS,,All targets are chosen randomly.,MINION
260,7.0,,,5.0,1141.0,,"[400, 1600, 100, 400]",,,Nothing beats rock.,8.0,,EX1_250,['TAUNT'],,Earth Elemental,3.0,,SHAMAN,,EPIC,EXPERT1,,<b>Taunt</b>. <b>Overload:</b> (3),MINION
261,2.0,,,1.0,1803.0,,,,,,2.0,,FP1_019t,,,Treant,,,DRUID,,,NAXX,,,MINION
263,0.0,,,2.0,797.0,,"[100, 800, 20, 100]",,,"It isn't clear if people ignore the Lightwell, or if it is just invisible.",5.0,,EX1_341,,,Lightwell,,,PRIEST,,RARE,EXPERT1,,"At the start of your turn, restore 3 Health to a damaged friendly character.",MINION
264,1.0,,,1.0,38537.0,,"[40, 400, 5, 50]",,,,1.0,,OG_156a,['TAUNT'],,Ooze,,,NEUTRAL,,COMMON,OG,,<b>Taunt</b>,MINION
265,7.0,,,7.0,42104.0,,,,,,7.0,,CFM_712_t07,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
268,4.0,,,3.0,2543.0,,,,,,2.0,,AT_005t,['CHARGE'],,Boar,,,NEUTRAL,BEAST,,TGT,,<b>Charge</b>,MINION
270,5.0,,,5.0,2509.0,,"[400, 1600, 100, 400]",,,Join the Argent Crusade!  We have attractive tabards and you get to carry really nice swords!,4.0,,AT_113,['INSPIRE'],,Recruiter,,,NEUTRAL,,EPIC,TGT,,<b>Inspire:</b> Add a 2/2 Squire to your hand.,MINION
271,1.0,,,2.0,2322.0,,,,,,3.0,,BRMA03_3,"['AURA', 'InvisibleDeathrattle']",,Moira Bronzebeard,,,NEUTRAL,,,BRM,,"Thaurissan's Hero Power can't be used.
Never attacks minions unless they have <b>Taunt</b>.",MINION
280,4.0,,,4.0,995.0,,,,,Training Ogres in the art of spellcasting is a questionable decision.,4.0,Unlocked at Warlock Level 55.,CS2_197,,,Ogre Magi,,,NEUTRAL,,COMMON,CORE,1.0,<b>Spell Damage +1</b>,MINION
282,2.0,,,2.0,891.0,,"[100, 800, 20, 100]",,ALLIANCE,"She carries a shield, but only so she can give it to someone she can stand behind.",3.0,,EX1_058,['BATTLECRY'],,Sunfury Protector,,,NEUTRAL,,RARE,EXPERT1,,<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>.,MINION
283,3.0,,,5.0,2067.0,,"[100, 800, 20, 100]",,,He lobbies Orgrimmar daily on behalf of bombs.,3.0,,GVG_099,['BATTLECRY'],,Bomb Lobber,,,NEUTRAL,,RARE,GVG,,<b>Battlecry:</b> Deal 4 damage to a random enemy minion.,MINION
284,1.0,,,0.0,38653.0,,"[40, 400, 5, 50]",,,,1.0,,OG_195c,,,Wisp,,,DRUID,,COMMON,OG,,,MINION
291,4.0,,,5.0,38764.0,,"[40, 400, 5, 50]",,,The secret ingredient: liquified funnel cake.,5.0,,OG_234,['BATTLECRY'],,Darkshire Alchemist,,"{'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",PRIEST,,COMMON,OG,,<b>Battlecry:</b> Restore 5 Health.,MINION
292,2.0,,,4.0,2023.0,,"[100, 800, 20, 100]",,,"If it breaks, just kick it a couple of times while yelling ""Durn thing!""",5.0,,GVG_055,['BATTLECRY'],,Screwjank Clunker,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_TARGET_WITH_RACE': 17}",WARRIOR,MECHANICAL,RARE,GVG,,<b>Battlecry:</b> Give a friendly Mech +2/+2.,MINION
296,4.0,,,5.0,2686.0,,,,,,8.0,,BRMC_99,,,Garr,,,NEUTRAL,,LEGENDARY,TB,,"Whenever this minion takes damage, summon a 2/3 Elemental with <b>Taunt</b>.",MINION
298,2.0,,,2.0,672.0,,,,HORDE,"In the old days, Kobolds were the finest candle merchants in the land. Then they got pushed too far...",2.0,Unlocked at Warlock Level 59.,CS2_142,,,Kobold Geomancer,,,NEUTRAL,,COMMON,CORE,1.0,<b>Spell Damage +1</b>,MINION
300,2.0,,,3.0,38409.0,,"[40, 400, 5, 50]",,,Make sure you summon a Twilight Marshmallowcaller too! Mmmm Mmm Mmm!!,2.0,,OG_083,['BATTLECRY'],,Twilight Flamecaller,,,MAGE,,COMMON,OG,,<b>Battlecry:</b> Deal 1 damage to all enemy minions.,MINION
302,1.0,,,10.0,2872.0,,,,,,80.0,,HRW02_1,"['TAUNT', 'InvisibleDeathrattle']",,Gearmaster Mechazod,,,NEUTRAL,,LEGENDARY,TB,,"<b>Boss</b>
At the beginning of each turn, Mechazod strikes!",MINION
304,3.0,,,1.0,618.0,,"[40, 400, 5, 50]",,,Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?,1.0,,EX1_243,['WINDFURY'],,Dust Devil,2.0,,SHAMAN,,COMMON,EXPERT1,,<b>Windfury</b>. <b>Overload:</b> (2),MINION
307,0.0,,,0.0,21.0,,,,,,2.0,,TU4c_003,['DEATHRATTLE'],,Barrel,,,NEUTRAL,,COMMON,MISSIONS,,Is something in this barrel?,MINION
308,3.0,,,3.0,570.0,,"[1600, 3200, 400, 1600]",,ALLIANCE,Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.,3.0,,EX1_083,['BATTLECRY'],,Tinkmaster Overspark,,,NEUTRAL,,LEGENDARY,EXPERT1,,"[x]<b>Battlecry:</b> Transform
another random minion
into a 5/5 Devilsaur
 or a 1/1 Squirrel.",MINION
312,1.0,,,1.0,1795.0,,,,,,2.0,,FP1_012t,['TAUNT'],,Slime,,,NEUTRAL,,,NAXX,,<b>Taunt</b>,MINION
315,3.0,,,4.0,38718.0,,"[100, 800, 20, 100]",,,"""Hey.... Is that Mire for sale?"" 
""No.  I'm keeping it.""",3.0,,OG_202,['CHOOSE_ONE'],,Mire Keeper,,,DRUID,,RARE,OG,,"[x]<b>Choose One -</b> Summon a
2/2 Slime; or Gain an
empty Mana Crystal.",MINION
318,3.0,,,3.0,40389.0,,"[400, 1600, 100, 400]",,,"""Doc says the persistent burning sensation in my soul is probably just an ulcer.""",7.0,,CFM_609,,,Fel Orc Soulfiend,,,NEUTRAL,,EPIC,GANGS,,"At the start of your turn, deal 2 damage to this minion.",MINION
322,5.0,,,6.0,1877.0,,,,,,6.0,,NAX8_05,['DEATHRATTLE'],,Unrelenting Rider,,,NEUTRAL,,,NAXX,,<b>Deathrattle:</b> Summon a Spectral Rider for your opponent.,MINION
332,2.0,,,3.0,1016.0,,"[100, 800, 20, 100]",,,They can see the future.   In that future both players draw more cards.   Spoooky.,2.0,,EX1_050,['BATTLECRY'],,Coldlight Oracle,,,NEUTRAL,MURLOC,RARE,EXPERT1,,<b>Battlecry:</b> Each player draws 2 cards.,MINION
334,2.0,,,1.0,38584.0,,"[40, 400, 5, 50]",,,He'll always be our first.,1.0,,OG_179,['DEATHRATTLE'],,Fiery Bat,,,HUNTER,BEAST,COMMON,OG,,<b>Deathrattle:</b> Deal 1 damage to a random enemy.,MINION
337,5.0,,,6.0,40745.0,,"[400, 1600, 100, 400]",,,His house cleaning service is quite thorough.  Not a spot to be found... or any of your stuff!,7.0,,CFM_855,['BATTLECRY'],,Defias Cleaner,,"{'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_TARGET_WITH_DEATHRATTLE': 0}",NEUTRAL,,EPIC,GANGS,,<b>Battlecry:</b> <b>Silence</b> a minion with <b>Deathrattle</b>.,MINION
340,1.0,,,1.0,757.0,,"[40, 400, 5, 50]",,ALLIANCE,"""I solemnly swear to uphold the Light, purge the world of darkness, and to eat only burritos."" - The Argent Dawn Oath",1.0,,EX1_008,['DIVINE_SHIELD'],,Argent Squire,,,NEUTRAL,,COMMON,EXPERT1,,<b>Divine Shield</b>,MINION
341,1.0,,,1.0,2348.0,,,,,,1.0,,BRMA09_3t,['TAUNT'],,Old Horde Orc,,,NEUTRAL,,,BRM,,<b>Taunt</b>,MINION
347,1.0,,,3.0,38782.0,,"[40, 400, 5, 50]",,,peerc rewop,5.0,,OG_248,,,Am'gam Rager,,,NEUTRAL,,COMMON,OG,,,MINION
348,6.0,,,7.0,38534.0,,"[40, 400, 5, 50]",,,"He's tried other things, but bog sidling, bog ambling, and bog trundling just aren't as effective as bog creeping.",8.0,,OG_153,['TAUNT'],,Bog Creeper,,,NEUTRAL,,COMMON,OG,,<b>Taunt</b>,MINION
352,5.0,,,5.0,40929.0,,"[40, 400, 5, 50]",,,Gadgetzan Writer’s Award goes to the player who writes the most compelling fanfic about why this Arrakoa has a golden frog in his hand!,5.0,,CFM_657,['BATTLECRY'],,Kabal Songstealer,,"{'REQ_MINION_TARGET': 0, 'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",PRIEST,,COMMON,GANGS,,[x]<b>Battlecry:</b> <b>Silence</b> a minion.,MINION
353,8.0,,,9.0,411.0,,"[1600, 3200, 400, 1600]",,,Time to write some flavor text.,8.0,,EX1_560,,,Nozdormu,,,NEUTRAL,DRAGON,LEGENDARY,EXPERT1,,Players only have 15 seconds to take their turns.,MINION
354,7.0,,,8.0,526.0,,"[1600, 3200, 400, 1600]",,,"He's Gruul ""the Dragonkiller"".  He just wanted to cuddle them… he never meant to…",7.0,,NEW1_038,,,Gruul,,,NEUTRAL,,LEGENDARY,EXPERT1,,"At the end of each turn, gain +1/+1 .",MINION
357,14.0,,,10.0,42121.0,,,,,,14.0,,CFM_712_t14,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
359,2.0,,,5.0,40952.0,,"[100, 800, 20, 100]",,,Please don't explode!  Please don't explode!  Please don't explode!,2.0,,CFM_667,"['BATTLECRY', 'DEATHRATTLE']",,Bomb Squad,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,RARE,GANGS,,"[x]<b>Battlecry:</b> Deal 5 damage
to an enemy minion.
<b>Deathrattle:</b> Deal 5 damage
to your hero.",MINION
360,1.0,,,2.0,2878.0,,"[40, 400, 5, 50]",,,He is forever cursing the kids who climb on the rails and the evil archeologists who animate the exhibits.,2.0,"Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",LOE_006,['BATTLECRY'],,Museum Curator,,,PRIEST,,COMMON,LOE,,<b>Battlecry: Discover</b> a <b>Deathrattle</b> card.,MINION
361,5.0,,,5.0,38682.0,,"[1600, 3200, 400, 1600]",,,,5.0,,LOEA16_26,,,Skelesaurus Hex,,,NEUTRAL,,LEGENDARY,LOE,,"At the end of your turn, give each player a random card. It costs (0).",MINION
362,3.0,,,4.0,2075.0,,"[400, 1600, 100, 400]",,,His enhancements are gluten free!,2.0,,GVG_107,['BATTLECRY'],,Enhance-o Mechano,,,NEUTRAL,MECHANICAL,EPIC,GVG,,"<b>Battlecry:</b> Give your other minions <b>Windfury</b>, <b>Taunt</b>, or <b>Divine Shield</b>
<i>(at random)</i>.",MINION
363,2.0,,,4.0,2059.0,,"[100, 800, 20, 100]",,,There was some hard talk between gnome magi and engineers about inventing this mech.,5.0,,GVG_091,"['TAUNT', 'CANT_BE_TARGETED_BY_SPELLS', 'CANT_BE_TARGETED_BY_HERO_POWERS']",,Arcane Nullifier X-21,,,NEUTRAL,MECHANICAL,RARE,GVG,,"<b>Taunt</b>
Can't be targeted by spells or Hero Powers.",MINION
364,2.0,,,1.0,59.0,,,,,,1.0,,EX1_025t,,,Mechanical Dragonling,,,NEUTRAL,MECHANICAL,COMMON,CORE,,,MINION
367,4.0,,,6.0,420.0,,"[1600, 3200, 400, 1600]",,ALLIANCE,"Cairne was killed by Garrosh, so... don't put this guy in a Warrior deck.  It's pretty insensitive.",5.0,,EX1_110,['DEATHRATTLE'],,Cairne Bloodhoof,,,NEUTRAL,,LEGENDARY,EXPERT1,,<b>Deathrattle:</b> Summon a 4/5 Baine Bloodhoof.,MINION
368,5.0,,,6.0,2537.0,,"[100, 800, 20, 100]",,,"We like to call him ""Wesley"".",4.0,,AT_023,['INSPIRE'],,Void Crusher,,,WARLOCK,DEMON,RARE,TGT,,<b>Inspire:</b> Destroy a random minion for each player.,MINION
370,0.0,,,4.0,42333.0,,,,,,10.0,,TB_SPT_DpromoPortal,"['BATTLECRY', 'IMMUNE']",,Enigmatic Portal,,,NEUTRAL,,,TB,,"At the start of next turn, your hero is transformed and sucked through the Twisting Nether.",MINION
372,0.0,,,0.0,2061.0,,"[100, 800, 20, 100]",,,"The engineering equivalent of a ""Kick Me"" sticker.",2.0,,GVG_093,['TAUNT'],,Target Dummy,,,NEUTRAL,MECHANICAL,RARE,GVG,,<b>Taunt</b>,MINION
374,7.0,,,8.0,2546.0,,"[1600, 3200, 400, 1600]",,,A masterless shamurai.,7.0,,AT_009,['DEATHRATTLE'],,Rhonin,,,MAGE,,LEGENDARY,TGT,,<b>Deathrattle:</b> Add 3 copies of Arcane Missiles to your hand.,MINION
377,1.0,,,1.0,2818.0,,"[40, 400, 5, 50]",,,It's not HER fault you didn't put a spinning saw blade on your horse.,2.0,,AT_133,['BATTLECRY'],,Gadgetzan Jouster,,,NEUTRAL,,COMMON,TGT,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain +1/+1.",MINION
378,0.0,,,4.0,969.0,,"[40, 400, 5, 50]",,,NOT LESS THAN 1!  Don't get any ideas!,4.0,,EX1_315,['AURA'],,Summoning Portal,,,WARLOCK,,COMMON,EXPERT1,,"Your minions cost (2) less, but not less than (1).",MINION
379,5.0,,,6.0,38882.0,,"[40, 400, 5, 50]",,,There's a whole gradient of Arakkoa! This one is on the darker side.,7.0,,OG_293,"['BATTLECRY', 'RITUAL', 'TAUNT']",,Dark Arakkoa,,,DRUID,,COMMON,OG,,"[x]<b>Taunt</b>
<b>Battlecry:</b> Give your C'Thun
+3/+3 <i>(wherever it is).</i>",MINION
381,5.0,,,4.0,2753.0,,"[400, 1600, 100, 400]",,,Playing him also gets you into the Magnataur Beta.,3.0,,AT_067,,,Magnataur Alpha,,,WARRIOR,,EPIC,TGT,,"Also damages the minions next to whomever
he attacks.",MINION
383,1.0,,,0.0,2157.0,,"[1600, 3200, 400, 1600]",,,,1.0,,NAX15_05,['InvisibleDeathrattle'],,Mr. Bigglesworth,,,NEUTRAL,BEAST,LEGENDARY,NAXX,,<i>This is Kel'Thuzad's kitty.</i>,MINION
385,2.0,,,2.0,40482.0,,"[1600, 3200, 400, 1600]",,,Grapplehammer is the horrible mind behind the Automatic Piranaha Launcher (banned in 7 districts)!,2.0,,CFM_643,['BATTLECRY'],,Hobart Grapplehammer,,,WARRIOR,,LEGENDARY,GANGS,,<b>Battlecry:</b> Give all weapons in your hand and deck +1 Attack.,MINION
388,10.0,,,10.0,38838.0,,"[1600, 3200, 400, 1600]",,,,10.0,,LOEA16_23H,,,Lord Slitherspear,,,NEUTRAL,,LEGENDARY,LOE,,"At the end of your turn, summon 1/1 Hungry Naga for each enemy minion.",MINION
389,2.0,,,2.0,2782.0,,"[100, 800, 20, 100]",,,"She loves mana crystals, she hates mana crystals.   So fickle!",3.0,,AT_038,"['BATTLECRY', 'DEATHRATTLE']",,Darnassus Aspirant,,,DRUID,,RARE,TGT,,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",MINION
390,2.0,,,2.0,1624.0,,"[100, 800, 20, 100]",,,,2.0,,EX1_534t,,,Hyena,,,HUNTER,BEAST,RARE,EXPERT1,,,MINION
392,4.0,,,4.0,754.0,,"[40, 400, 5, 50]",,HORDE,Spellbreakers can rip enchantments from magic-wielders.  The process is painless and can be performed on an outpatient basis.,3.0,,EX1_048,['BATTLECRY'],,Spellbreaker,,"{'REQ_MINION_TARGET': 0, 'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,COMMON,EXPERT1,,<b>Battlecry:</b> <b>Silence</b> a minion.,MINION
393,2.0,,,3.0,765.0,,"[40, 400, 5, 50]",,HORDE,"He's stationed in the Hellfire Peninsula, but he's hoping for a reassignment closer to Orgrimmar, or really anywhere the ground is less on fire.",3.0,,EX1_021,['WINDFURY'],,Thrallmar Farseer,,,NEUTRAL,,COMMON,EXPERT1,,<b>Windfury</b>,MINION
395,3.0,,,1.0,1090.0,,"[40, 400, 5, 50]",,,Imps like being on fire.  They just do.,2.0,,EX1_319,['BATTLECRY'],,Flame Imp,,,WARLOCK,DEMON,COMMON,EXPERT1,,<b>Battlecry:</b> Deal 3 damage to your hero.,MINION
399,3.0,,,3.0,2571.0,,"[40, 400, 5, 50]",,,"Does he sling spells, or do his spells linger about.  Who can say?",4.0,,AT_007,['BATTLECRY'],,Spellslinger,,,MAGE,,COMMON,TGT,,<b>Battlecry:</b> Add a random spell to each player's hand.,MINION
402,1.0,,,2.0,1781.0,,"[40, 400, 5, 50]",,,Arachnofauxbia: Fear of fake spiders.,2.0,"Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",FP1_002,['DEATHRATTLE'],,Haunted Creeper,,,NEUTRAL,BEAST,COMMON,NAXX,,<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.,MINION
404,1.0,,,3.0,1879.0,,"[1600, 3200, 400, 1600]",,,,7.0,,NAX9_02,,,Lady Blaumeux,,,NEUTRAL,,LEGENDARY,NAXX,,Your hero is <b>Immune</b>.,MINION
405,5.0,,,3.0,38504.0,,,,,,5.0,,LOEA01_12h,['DEATHRATTLE'],,Tol'vir Hoplite,,,NEUTRAL,,,LOE,,<b>Deathrattle:</b> Deal 5 damage to both heroes.,MINION
406,2.0,,,1.0,1634.0,,"[100, 800, 20, 100]",,,She can't wait to learn Power Word: Fortitude Rank 2.,1.0,,EX1_004,,,Young Priestess,,,NEUTRAL,,RARE,EXPERT1,,"At the end of your turn, give another random friendly minion +1 Health.",MINION
408,3.0,,,3.0,2922.0,,"[40, 400, 5, 50]",,,Clever girl!,2.0,"Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_050,['DEATHRATTLE'],,Mounted Raptor,,,DRUID,BEAST,COMMON,LOE,,<b>Deathrattle:</b> Summon a random 1-Cost minion.,MINION
411,1.0,,,1.0,38325.0,,,,,,1.0,,LOE_009t,['TAUNT'],,Scarab,,,WARRIOR,BEAST,,LOE,,<b>Taunt</b>,MINION
412,3.0,,,5.0,39489.0,,"[100, 800, 20, 100]",,,He mostly watches light romantic comedies.,6.0,"Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_037,['BATTLECRY'],,Avian Watcher,,,NEUTRAL,,RARE,KARA,,"<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1
and <b>Taunt</b>.",MINION
413,4.0,,,3.0,2768.0,,"[100, 800, 20, 100]",,,I have great deal for you... for 4 damage to your face!,3.0,,AT_032,['BATTLECRY'],,Shady Dealer,,,ROGUE,,RARE,TGT,,"<b>Battlecry:</b> If you have a Pirate, gain +1/+1.",MINION
415,1.0,,,2.0,596.0,,"[100, 800, 20, 100]",,,She accepts guild funds for repairs!,4.0,,EX1_402,,,Armorsmith,,,WARRIOR,,RARE,EXPERT1,,"Whenever a friendly minion takes damage, gain 1 Armor.",MINION
416,1.0,,,1.0,2486.0,,"[40, 400, 5, 50]",,,But not the lowliest!,2.0,,AT_082,['INSPIRE'],,Lowly Squire,,,NEUTRAL,,COMMON,TGT,,<b>Inspire:</b> Gain +1 Attack.,MINION
423,2.0,,,3.0,2581.0,,"[100, 800, 20, 100]",,,"Good fencers make good neighbors, right?",2.0,,AT_115,['BATTLECRY'],,Fencing Coach,,{'REQ_MINION_TARGET': 0},NEUTRAL,,RARE,TGT,,"<b>Battlecry:</b> The next time you use your Hero Power, it costs (2) less.",MINION
424,2.0,,,3.0,2515.0,,"[40, 400, 5, 50]",,,He doesn't even get Sundays off.  Every day he's hostling.,4.0,,AT_075,['AURA'],,Warhorse Trainer,,,PALADIN,,COMMON,TGT,,Your Silver Hand Recruits have +1 Attack.,MINION
425,2.0,,,0.0,2389.0,,"[1600, 3200, 400, 1600]",,,,2.0,,BRMA14_3,,,Arcanotron,,,NEUTRAL,MECHANICAL,LEGENDARY,BRM,2.0,Both players have <b>Spell Damage +2</b>.,MINION
426,5.0,,,4.0,2551.0,,"[100, 800, 20, 100]",,,What did you expect to happen?  He's a Spawn.  Of Shadows.,4.0,,AT_012,['INSPIRE'],,Spawn of Shadows,,,PRIEST,,RARE,TGT,,<b>Inspire:</b> Deal 4 damage to each hero.,MINION
432,5.0,,,6.0,38468.0,,"[1600, 3200, 400, 1600]",,,Pro tip: DO NOT BOGART THE BANANAS.,5.0,,OG_122,['BATTLECRY'],,"Mukla, Tyrant of the Vale",,,NEUTRAL,BEAST,LEGENDARY,OG,,<b>Battlecry:</b> Add 2 Bananas to your hand.,MINION
433,3.0,,,5.0,1774.0,,,,,,2.0,,CRED_14,,,Yong Woo,,,NEUTRAL,,LEGENDARY,CREDITS,,Your other minions have +3 Attack and <b>Charge</b>.,MINION
434,2.0,,,3.0,2225.0,,"[100, 800, 20, 100]",,,Likes: Hiking and the great outdoors. Dislikes: Goblin shredders and sandals. (Can’t find any that fit!).,4.0,,GVG_032,['CHOOSE_ONE'],,Grove Tender,,,DRUID,,RARE,GVG,,<b>Choose One -</b> Give each player a Mana Crystal; or Each player draws a card.,MINION
436,0.0,,,3.0,1658.0,,"[100, 800, 20, 100]",,,WARNING.  WARNING.  WARNING.,3.0,,EX1_006,,,Alarm-o-Bot,,,NEUTRAL,MECHANICAL,RARE,EXPERT1,,"[x]At the start of your turn,
swap this minion with a
   random one in your hand.",MINION
437,7.0,,,4.0,16804.0,,,,,,5.0,,LOEA04_13bt,['DIVINE_SHIELD'],,Orsis Guard,,,NEUTRAL,,,LOE,,<b>Divine Shield</b>,MINION
439,2.0,,,5.0,40953.0,,"[100, 800, 20, 100]",,,"""Every me, get in here!""",2.0,,CFM_668,['BATTLECRY'],,Doppelgangster,,,NEUTRAL,,RARE,GANGS,,<b>Battlecry:</b> Summon 2 copies of this minion.,MINION
443,6.0,,,6.0,858.0,,,"['Mekka1', 'Mekka2', 'Mekka3', 'Mekka4']",ALLIANCE,"He's the leader of the gnomes, and an incredible inventor.  He's getting better, too; He turns things into chickens WAY less than he used to.",6.0,This was rewarded to players who helped test the Store during the Beta.,EX1_112,['BATTLECRY'],,Gelbin Mekkatorque,,,NEUTRAL,,LEGENDARY,PROMO,,<b>Battlecry:</b> Summon an AWESOME invention.,MINION
444,1.0,,,1.0,997.0,,"[100, 800, 20, 100]",,,"Every pirate uses the same four digits to access Automated Gold Dispensers.  It's called the ""Pirate's Code"".",2.0,,NEW1_025,['BATTLECRY'],,Bloodsail Corsair,,,NEUTRAL,PIRATE,RARE,EXPERT1,,"[x]<b>Battlecry:</b> Remove
1 Durability from your
opponent's weapon.",MINION
445,5.0,,,4.0,783.0,,"[400, 1600, 100, 400]",,,"Mannoroth, Magtheridon, and Brutallus may be dead, but it turns out there are a LOT of pit lords.",6.0,,EX1_313,['BATTLECRY'],,Pit Lord,,,WARLOCK,DEMON,EPIC,EXPERT1,,<b>Battlecry:</b> Deal 5 damage to your hero.,MINION
447,3.0,,,3.0,2503.0,,"[40, 400, 5, 50]",,,The Silver Hand is the best paladin organization.  The Argent Crusaders are super jealous.,3.0,,AT_100,['INSPIRE'],,Silver Hand Regent,,,NEUTRAL,,COMMON,TGT,,<b>Inspire:</b> Summon a 1/1 Silver Hand Recruit.,MINION
448,5.0,,,3.0,40757.0,,,,,,5.0,,KAR_A02_04H,['AURA'],,Knife,,,NEUTRAL,,,KARA,,Plates have <b>Taunt</b>.,MINION
449,0.0,,,0.0,968.0,,,,,,2.0,,CS2_mirror,['TAUNT'],,Mirror Image,,,MAGE,,COMMON,CORE,,<b>Taunt</b>,MINION
450,4.0,,,3.0,2033.0,,"[40, 400, 5, 50]",,,Ogres have really terrible short-term chocolate.,4.0,,GVG_065,['FORGETFUL'],,Ogre Brute,,,NEUTRAL,,COMMON,GVG,,50% chance to attack the wrong enemy.,MINION
453,2.0,,,3.0,38985.0,,"[40, 400, 5, 50]",,,"Carrion, my wayward grub.",5.0,,OG_325,,,Carrion Grub,,,HUNTER,BEAST,COMMON,OG,,,MINION
454,5.0,,,5.0,1140.0,,,,HORDE,You can hire him... until someone offers him enough gold to turn on you.,4.0,Unlocked at Shaman Level 55.,CS2_187,['TAUNT'],,Booty Bay Bodyguard,,,NEUTRAL,,COMMON,CORE,,<b>Taunt</b>,MINION
456,3.0,,,4.0,39941.0,,"[1600, 3200, 400, 1600]",,,"He used to play every part, until Moroes confiscated his Orb of Deception.",4.0,"Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_114,['BATTLECRY'],,Barnes,,,NEUTRAL,,LEGENDARY,KARA,,<b>Battlecry:</b> Summon a 1/1 copy of a random minion in your deck.,MINION
458,3.0,,,3.0,1117.0,,"[100, 800, 20, 100]",,,"The agents of SI:7 are responsible for Stormwind's covert activities.  Their duties include espionage, assassination, and throwing surprise birthday parties for the royal family.",3.0,,EX1_134,['COMBO'],,SI:7 Agent,,{'REQ_TARGET_FOR_COMBO': 0},ROGUE,,RARE,EXPERT1,,<b>Combo:</b> Deal 2 damage.,MINION
459,6.0,,,6.0,16238.0,,,,,,6.0,,LOEA07_14,,,Lumbering Golem,,,NEUTRAL,,,LOE,,,MINION
461,6.0,,,6.0,157.0,,,,ALLIANCE,"He used to be a 2100+ rated arena player, but that was years ago and nobody can get him to shut up about it.",5.0,Unlocked at Priest Level 59.,CS2_162,['TAUNT'],,Lord of the Arena,,,NEUTRAL,,COMMON,CORE,,<b>Taunt</b>,MINION
462,10.0,,,10.0,38840.0,,"[1600, 3200, 400, 1600]",,,,10.0,,LOEA16_25H,,,Lady Naz'jar,,,NEUTRAL,,LEGENDARY,LOE,,"At the end of your turn, replace all other minions with new ones of the same Cost.",MINION
463,1.0,,,3.0,3026.0,,,,,,6.0,,CRED_26,,,Eric Del Priore,,,NEUTRAL,,LEGENDARY,CREDITS,,Has <b>Taunt</b> if it's 3 AM.,MINION
465,3.0,,,3.0,40649.0,,,,,,2.0,,KARA_13_20,,,Party Elemental,,,NEUTRAL,,,TB,,Comes with a party!,MINION
466,4.0,,,5.0,2068.0,,"[40, 400, 5, 50]",,,"""Evil Eye Watcher of Doom"" was the original name, but marketing felt it was a bit too aggressive.",4.0,,GVG_100,,,Floating Watcher,,,WARLOCK,DEMON,COMMON,GVG,,"Whenever your hero takes damage on your turn, gain +2/+2.",MINION
467,4.0,,,2.0,2771.0,,,,,,5.0,,BRMC_89,['WINDFURY'],,Whirling Ash,,,NEUTRAL,,,TB,,<b>Windfury</b>,MINION
468,3.0,,,5.0,24435.0,,,,,,6.0,,LOEA09_8,['TAUNT'],,Slithering Guard,,,NEUTRAL,,,LOE,,<b>Taunt</b>,MINION
